Index,OR_per_1SD_log,OR_95CI_low,OR_95CI_high,p
NLPR,1.827691939700146,1.2963080227754629,2.576901297959098,0.0005804136289723373
HLR,1733973.8666952741,70.26300524712774,42791585128.0083,0.005368958835601662
dNLR,1.6240528529979994,1.186380782698909,2.2231881262698465,0.0024724328492736957
PNR,0.5263760484127532,0.3765908635070601,0.7357367668518349,0.0001725168750726495
NLR,1.9192482150928467,1.3861793444564967,2.657313951378591,8.60228227181766e-05
SIRI,1.9105032668038036,1.3119633905951664,2.7821071522523115,0.0007356703989961151
dSIRI,1.5905984193162728,1.10220456455888,2.2954026982676967,0.01314019860196666
LENF,0.6973266846879667,0.5132722109272256,0.9473813209163897,0.021128656196381136
